Severity,Safety_Score,Days_Since_Inspection,Total_Safety_Complaints,Control_Metric,Turbulence_In_gforces,Cabin_Temperature,Accident_Type_Code,Max_Elevation,Violations,Adverse_Weather_Metric,Accident_ID
Significant_Damage_And_Fatalities,83.65296804,7,6,87.2379216,0.168980166,82.6,7,27286.29473,2,0.002295897,11341
Significant_Damage_And_Serious_Injuries,29.40639269,16,19,82.3609845,0.22848251,75.25,1,14582.4607,4,0.513028955,3258
Highly_Fatal_And_Damaging,56.66666667,11,6,55.97082954,0.409153264,86.42,2,44377.59155,2,0.600585392,3781
Minor_Damage_And_Injuries,30.82191781,19,6,59.89061076,0.311785792,80.54,2,26641.24651,2,0.362925272,8048
Significant_Damage_And_Serious_Injuries,43.78995434,12,0,71.69553327,0.342077894,78.04,3,36285.36279,3,0.180699126,6511
Highly_Fatal_And_Damaging,52.60273973,13,7,51.41294439,0.462885683,75.97,7,37072.39979,2,0.003439051,3393
Highly_Fatal_And_Damaging,27.85388128,13,1,72.01458523,0.346765957,81.39,4,43619.81531,3,0.07998919,12195
Significant_Damage_And_Serious_Injuries,36.16438356,14,3,66.49954421,0.339553552,78.97,3,44801.73232,2,0.223008337,4806
Highly_Fatal_And_Damaging,57.07762557,11,0,54.32999088,0.427905517,79.6,5,31500.17933,1,0.021351401,1386
Significant_Damage_And_Fatalities,20.54794521,15,2,39.79033728,0.72794158,78.99,6,45610.72879,2,0.011757469,3935
Highly_Fatal_And_Damaging,36.21004566,11,2,70.19143118,0.482359178,84.51,5,36969.19838,2,0.024503095,5417
Significant_Damage_And_Fatalities,64.61187215,13,17,72.88058341,0.364796971,81.85,1,33346.17487,0,1.229645331,8817
Minor_Damage_And_Injuries,30.73059361,16,1,45.89790337,0.603888208,80.82,1,38668.16007,1,1.424918309,1822
Highly_Fatal_And_Damaging,28.85844749,13,2,64.67639015,0.238579877,78.76,4,35920.14624,4,0.065952202,1174
Minor_Damage_And_Injuries,41.82648402,16,6,72.15132179,0.248677245,79.2,6,39280.63845,1,0.010024373,2883
Highly_Fatal_And_Damaging,68.12785388,8,14,42.84412033,0.584054093,77.77,2,26365.82613,2,0.358006957,9688
Highly_Fatal_And_Damaging,15.98173516,17,5,82.58887876,0.279329968,79.88,1,47235.04264,4,1.735758747,2432
Minor_Damage_And_Injuries,72.10045662,7,44,72.88058341,0.334144248,78.03,5,27190.79361,2,0.018428373,567
Minor_Damage_And_Injuries,33.10502283,15,2,47.90337284,0.429708619,79.46,1,29989.02658,2,1.107133229,5777
Minor_Damage_And_Injuries,74.10958904,6,7,75.84320875,0.272117562,78.37,6,45294.83047,2,0.011699318,4834
Highly_Fatal_And_Damaging,33.19634703,12,14,75.43299909,0.371648756,78.08,4,16337.43249,1,0.028679882,2191
Minor_Damage_And_Injuries,31.68949772,19,6,61.48587056,0.422496213,77.16,4,42476.36867,3,0.077798183,7865
Highly_Fatal_And_Damaging,56.02739726,11,3,55.97082954,0.560253155,83.72,2,25377.61392,1,0.343448657,6022
Highly_Fatal_And_Damaging,22.73972603,15,7,92.11485871,0.179438154,78.58,4,28994.83338,2,0.0536168,12482
Highly_Fatal_And_Damaging,46.48401826,8,4,72.01458523,0.373451857,81.56,4,15088.78111,2,0.026315847,3751
Significant_Damage_And_Serious_Injuries,48.35616438,10,5,63.26344576,0.225236928,78.8,3,37065.48375,2,0.18482686,10292
Significant_Damage_And_Serious_Injuries,21.91780822,18,10,72.78942571,0.197108547,77.96,6,43015.82022,1,0.010557186,9288
Significant_Damage_And_Serious_Injuries,38.58447489,13,4,91.06654512,0.300606563,78.54,3,32547.58582,3,0.162583863,7946
Significant_Damage_And_Serious_Injuries,30.68493151,16,1,72.15132179,0.413480707,83.26,6,28759.09975,3,0.007483543,9954
Significant_Damage_And_Serious_Injuries,47.99086758,11,2,74.88605287,0.298442842,83.56,3,20406.49179,3,0.102714291,10446
Minor_Damage_And_Injuries,49.5890411,10,15,56.5633546,0.538615939,79.75,3,34820.37956,2,0.173121148,8740
Highly_Fatal_And_Damaging,35.20547945,11,5,84.18413856,0.199632889,78.48,4,34068.41332,4,0.062303923,8615
Minor_Damage_And_Injuries,30.59360731,19,9,70.60164084,0.29555788,78.17,2,47198.41608,2,0.648170989,2581
Significant_Damage_And_Fatalities,37.21461187,10,1,52.59799453,0.629852867,77.93,4,38800.96731,2,0.070741208,11704
Significant_Damage_And_Fatalities,72.55707763,10,1,61.21239745,0.297000361,88.62,7,39929.36979,3,0.003716021,12307
Significant_Damage_And_Serious_Injuries,52.96803653,9,11,61.62260711,0.456033898,82.45,6,28878.39582,3,0.007514933,5068
Significant_Damage_And_Serious_Injuries,38.76712329,13,6,69.55332726,0.370927515,81.53,5,28009.0036,3,0.018697298,362
Highly_Fatal_And_Damaging,53.78995434,12,17,51.6864175,0.492456545,77.62,7,39722.06838,3,0.003546195,5520
Significant_Damage_And_Fatalities,32.92237443,11,7,54.6946217,0.448100252,78.65,5,15252.22178,2,0.010807266,776
Highly_Fatal_And_Damaging,29.17808219,13,4,77.71194166,0.173307609,80.55,3,14446.03247,2,0.072851338,1803
Minor_Damage_And_Injuries,46.57534247,14,21,78.48678213,0.450263974,79.22,5,52023.46056,2,0.036830046,3649
Significant_Damage_And_Fatalities,12.69406393,18,12,41.52233364,0.576481067,76.52,4,43696.80243,3,0.07961405,171
Significant_Damage_And_Serious_Injuries,31.91780822,15,2,62.07839562,0.318276956,78.63,4,39744.98674,3,0.072821185,1917
Minor_Damage_And_Injuries,42.05479452,16,0,64.49407475,0.302409665,79.3,2,30269.97101,2,0.412117131,1538
Significant_Damage_And_Serious_Injuries,56.21004566,8,0,63.44576117,0.481637937,78.64,3,33372.81979,2,0.165002364,5343
Significant_Damage_And_Serious_Injuries,52.37442922,6,7,57.42935278,0.466491886,85.1,3,40156.81437,1,0.200404041,8355
Significant_Damage_And_Fatalities,28.85844749,13,3,53.60072926,0.497505229,77.83,1,17307.2747,1,0.636699055,6960
Minor_Damage_And_Injuries,40.91324201,16,44,66.1349134,0.461082582,77.04,2,34608.2944,3,0.467631225,11644
Minor_Damage_And_Injuries,41.32420091,16,5,71.14858706,0.20143599,75.14,2,41709.01528,2,0.566711947,6195
Significant_Damage_And_Serious_Injuries,41.73515982,13,11,71.87784868,0.380303642,77.46,6,33680.09968,2,0.008357926,12424
Highly_Fatal_And_Damaging,4.794520548,20,0,64.99544211,0.256610891,85.22,1,26418.0518,2,0.978578768,4711
Significant_Damage_And_Serious_Injuries,46.89497717,11,1,67.95806746,0.395810314,81.2,3,37860.21826,0,0.189029307,8339
Minor_Damage_And_Injuries,34.84018265,15,6,52.41567912,0.456033898,78.48,5,37082.00442,0,0.025219565,11077
Highly_Fatal_And_Damaging,39.04109589,10,2,57.47493163,0.385352326,80.48,3,34132.24122,2,0.17054911,10706
Significant_Damage_And_Fatalities,48.72146119,17,13,71.87784868,0.432232961,76.04,7,19804.49457,4,0.001654836,8435
Significant_Damage_And_Serious_Injuries,51.23287671,10,3,62.07839562,0.316834475,80.06,4,33538.20926,2,0.061183671,4988
Significant_Damage_And_Serious_Injuries,52.37442922,16,5,40.51959891,0.608215651,79.06,7,35353.91899,0,0.003342763,12052
Highly_Fatal_And_Damaging,14.47488584,17,8,54.92251595,0.479113595,79.35,4,19391.6963,2,0.03612056,7535
Highly_Fatal_And_Damaging,55.11415525,12,2,48.72379216,0.508684457,77.93,6,16999.05677,2,0.004774618,7693
Significant_Damage_And_Fatalities,56.71232877,15,12,82.1786691,0.275002524,79.99,7,23758.02978,3,0.0023283,3563
Minor_Damage_And_Injuries,42.96803653,16,1,62.7620784,0.468294987,78.06,5,32114.71558,3,0.021356356,6079
Significant_Damage_And_Fatalities,24.93150685,14,3,54.83135825,0.340996033,81.71,4,42483.53744,1,0.077442474,11249
Highly_Fatal_And_Damaging,12.10045662,18,6,41.61349134,0.556286332,80.72,4,48338.77861,2,0.088524034,7385
Minor_Damage_And_Injuries,45.79908676,15,3,78.48678213,0.343159755,76.89,4,15865.87217,2,0.029688351,7361
Significant_Damage_And_Serious_Injuries,33.01369863,15,5,95.48769371,0.314310133,83.96,6,45176.83262,2,0.011599273,5054
Minor_Damage_And_Injuries,70.0456621,8,15,64.90428441,0.461082582,78.29,2,29784.27436,1,0.403546823,4876
Significant_Damage_And_Fatalities,38.76712329,10,6,54.32999088,0.192059863,80.37,4,23701.00758,0,0.043141892,12178
Minor_Damage_And_Injuries,40.4109589,13,9,55.24156791,0.385352326,78.62,5,47132.95711,3,0.032150674,6794
Highly_Fatal_And_Damaging,36.98630137,10,5,74.06563355,0.338832312,78.7,6,35390.73524,1,0.00923432,7500
Minor_Damage_And_Injuries,49.36073059,14,5,90.15496809,0.25516841,79.79,2,33941.90305,3,0.460234937,10043
Significant_Damage_And_Serious_Injuries,46.66666667,11,1,68.82406563,0.278248107,81.46,6,21703.2159,3,0.005557064,6573
Minor_Damage_And_Injuries,54.24657534,9,0,51.5952598,0.564580599,83.28,3,43786.84714,2,0.220238164,9543
Significant_Damage_And_Serious_Injuries,22.37442922,18,5,66.31722881,0.269953841,75.05,6,24613.54889,2,0.006119164,6331
Highly_Fatal_And_Damaging,26.71232877,13,22,63.90154968,0.20143599,79.72,3,23362.5383,4,0.116204745,11593
Minor_Damage_And_Injuries,54.70319635,12,1,73.01731996,0.321161918,84.46,2,31227.88252,4,0.422623433,6668
Significant_Damage_And_Serious_Injuries,54.10958904,9,6,88.46855059,0.268150739,79.12,3,37541.67637,0,0.187629659,11649
Minor_Damage_And_Injuries,44.10958904,15,4,69.4165907,0.32368626,78.03,2,32990.91494,3,0.447420249,1953
Minor_Damage_And_Injuries,47.03196347,14,17,64.99544211,0.339553552,79.01,2,27752.73678,1,0.377819605,10623
Highly_Fatal_And_Damaging,25.29680365,14,11,58.29535096,0.317555716,79.78,6,22429.8626,3,0.005429829,632
Significant_Damage_And_Serious_Injuries,53.56164384,9,1,61.39471285,0.369124414,75.35,2,61815.49829,1,0.798164897,9237
Highly_Fatal_And_Damaging,34.24657534,11,2,77.71194166,0.245792283,81.26,4,9720.706496,2,0.018890526,1800
Significant_Damage_And_Fatalities,42.05479452,19,6,65.58796718,0.268150739,79.65,2,37787.34076,1,0.512298965,5932
Significant_Damage_And_Fatalities,23.47031963,14,3,53.32725615,0.392204111,79.31,4,24892.55613,2,0.046132904,1508
Significant_Damage_And_Fatalities,70.3652968,11,3,55.05925251,0.253004688,78.43,7,30162.7965,3,0.002891241,11798
Highly_Fatal_And_Damaging,19.04109589,16,10,70.41932543,0.207205914,78.64,1,38369.54216,1,1.413996264,8348
Highly_Fatal_And_Damaging,37.76255708,17,17,52.23336372,0.533927876,79.39,2,38437.14795,2,0.517879251,3979
Minor_Damage_And_Injuries,60.54794521,7,1,56.65451231,0.495702128,76.32,2,25730.22075,3,0.348598244,4927
Significant_Damage_And_Serious_Injuries,62.14611872,6,1,73.01731996,0.352175261,82.19,3,36758.49962,3,0.183065174,743
Significant_Damage_And_Serious_Injuries,41.68949772,13,9,65.26891522,0.321161918,81.04,3,38615.12656,2,0.192253395,9857
Highly_Fatal_And_Damaging,23.47031963,14,0,76.61804923,0.386434187,78.39,6,55982.29272,1,0.01504029,9756
Significant_Damage_And_Fatalities,59.543379,14,15,63.26344576,0.432593581,78.87,7,39722.06838,4,0.003716021,5971
Significant_Damage_And_Fatalities,60.3652968,14,11,76.98268004,0.378500541,77.62,7,40757.09378,2,0.003539786,1314
Significant_Damage_And_Serious_Injuries,55.02283105,8,12,77.66636281,0.204320952,83.58,3,22637.52467,1,0.113475553,3771
Minor_Damage_And_Injuries,62.69406393,6,21,45.48769371,0.486326001,81.8,6,29830.85114,1,0.007512567,9096
Significant_Damage_And_Serious_Injuries,47.12328767,11,7,69.91795807,0.22848251,79.08,3,24001.8531,2,0.119911593,7697
Significant_Damage_And_Serious_Injuries,65.89041096,9,20,54.83135825,0.441248467,77,2,42365.06106,4,0.573348754,5659
Significant_Damage_And_Fatalities,54.74885845,15,4,67.45670009,0.245071042,82.09,6,20633.92,4,0.005603373,7811
Minor_Damage_And_Injuries,42.10045662,16,7,57.47493163,0.439084746,83.6,6,42607.0711,1,0.010582328,3033
Significant_Damage_And_Serious_Injuries,25.25114155,17,7,76.89152233,0.367681933,86.43,6,35111.52843,0,0.009161996,7046
Minor_Damage_And_Injuries,58.31050228,11,5,76.89152233,0.425020555,76.78,2,25019.92995,3,0.337996375,3852
Significant_Damage_And_Fatalities,60.54794521,14,9,73.06289881,0.260938334,78.5,3,24545.78142,2,0.123159948,3153
Significant_Damage_And_Serious_Injuries,16.11872146,20,4,82.22424795,0.434396682,79.8,3,40230.35284,3,0.199929006,5966
Significant_Damage_And_Serious_Injuries,40.54794521,13,0,58.88787603,0.412038226,82.82,3,43915.36281,3,0.221832091,3859
Highly_Fatal_And_Damaging,39.543379,10,1,64.17502279,0.319358817,80.31,4,27108.1286,3,0.049790808,7590
Highly_Fatal_And_Damaging,40.0913242,10,1,57.52051048,0.401219618,80.48,5,41643.76829,1,0.02826658,284
Highly_Fatal_And_Damaging,49.36073059,13,2,54.83135825,0.281493689,79.09,2,30190.76531,1,0.408642256,4079
Minor_Damage_And_Injuries,71.68949772,3,0,56.3810392,0.271035701,80.33,6,37713.77228,2,0.009819603,7516
Significant_Damage_And_Fatalities,68.49315068,11,1,61.71376481,0.370927515,82.49,4,32779.54277,0,0.060177744,12064
Highly_Fatal_And_Damaging,20.1826484,15,0,74.06563355,0.424299315,80.85,1,18856.48341,4,0.685290137,2003
Significant_Damage_And_Fatalities,20.2283105,15,1,55.97082954,0.301688424,76.49,4,49056.75108,2,0.091419245,2575
Significant_Damage_And_Serious_Injuries,52.42009132,16,5,32.72561531,0.584054093,84.87,1,28498.67154,2,1.046003753,7471
Significant_Damage_And_Serious_Injuries,63.69863014,6,6,60.43755697,0.391482871,80.43,3,34804.4675,1,0.172361875,6207
Highly_Fatal_And_Damaging,65.79908676,5,2,58.20419325,0.312146412,79.04,4,36898.92115,0,0.067092189,10275
Minor_Damage_And_Injuries,47.71689498,14,1,65.26891522,0.364796971,78.42,2,51528.2398,4,0.695172259,9686
Minor_Damage_And_Injuries,40.4109589,13,0,48.22242479,0.493899026,83.76,6,26841.85197,1,0.006752291,10974
Minor_Damage_And_Injuries,20.59360731,19,9,53.55515041,0.717844212,80.65,3,45290.88375,2,0.2251048,3196
Significant_Damage_And_Fatalities,19.6803653,15,44,44.71285324,0.771576632,80.9,1,38538.5523,1,1.411538428,10317
Significant_Damage_And_Serious_Injuries,41.27853881,13,17,72.01458523,0.205042193,77.89,6,38773.03888,1,0.009597841,5602
Significant_Damage_And_Serious_Injuries,42.37442922,12,4,78.39562443,0.381024883,78.83,6,26954.6668,2,0.006687082,10580
Highly_Fatal_And_Damaging,33.51598174,11,5,57.70282589,0.394007212,79.71,3,38078.90026,1,0.189583681,8918
Highly_Fatal_And_Damaging,32.92237443,12,9,57.74840474,0.28221493,76.94,1,44502.49662,2,1.624667746,9464
Significant_Damage_And_Serious_Injuries,31.09589041,16,6,69.82680036,0.329456185,79.09,6,39140.61137,1,0.010017391,5198
Minor_Damage_And_Injuries,33.74429224,18,1,71.14858706,0.36371511,78.44,4,28154.28035,2,0.051566363,7342
Highly_Fatal_And_Damaging,43.05936073,8,12,75.43299909,0.272117562,79.62,5,41279.15695,1,0.027306216,9043
Minor_Damage_And_Injuries,49.08675799,14,4,68.09480401,0.294115398,79.63,1,20231.09826,1,0.744647606,5412
Minor_Damage_And_Injuries,29.17808219,20,3,66.27164995,0.504717634,83.16,6,16252.90089,1,0.003162504,11049
Highly_Fatal_And_Damaging,24.79452055,14,14,75.47857794,0.373451857,89.19,1,10541.47198,2,0.414537352,8351
Highly_Fatal_And_Damaging,19.04109589,16,4,74.61257976,0.222351965,79.16,4,20146.91725,2,0.037529938,5053
Significant_Damage_And_Fatalities,72.32876712,10,3,37.64813127,0.600282005,78.46,7,37292.12903,1,0.003665215,10216
Highly_Fatal_And_Damaging,31.23287671,12,12,66.49954421,0.463967544,77.87,6,36305.793,2,0.00880519,7834
Minor_Damage_And_Injuries,52.87671233,13,1,65.45123063,0.503635774,79.66,5,31827.61486,2,0.021573952,9144
Significant_Damage_And_Fatalities,33.01369863,12,7,57.01914312,0.57936603,78.22,7,29365.0115,2,0.002766366,2352
Minor_Damage_And_Injuries,41.91780822,16,5,81.03919781,0.365157591,79.49,2,25605.09866,3,0.34765632,1259
Highly_Fatal_And_Damaging,43.97260274,9,3,73.47310848,0.265626397,82.66,4,34007.01765,2,0.062656264,3621
Minor_Damage_And_Injuries,58.85844749,11,5,78.94257065,0.308540209,84.53,2,34174.58161,3,0.464932337,502
Significant_Damage_And_Serious_Injuries,59.6347032,14,8,38.96991796,0.607855031,77.27,4,39222.40512,2,0.071378948,10045
Significant_Damage_And_Fatalities,32.55707763,12,2,54.6946217,0.256971511,78.72,1,15261.99326,1,0.602998607,10318
Significant_Damage_And_Serious_Injuries,44.52054795,12,4,61.07566089,0.381746123,77.1,4,39422.84677,2,0.072643765,994
Highly_Fatal_And_Damaging,29.40639269,13,0,64.81312671,0.435478543,79.16,1,29021.27495,1,1.065207681,10688
Highly_Fatal_And_Damaging,36.07305936,11,15,57.65724704,0.508684457,77.67,3,39150.6722,2,0.196274797,6568
Significant_Damage_And_Fatalities,35.25114155,11,7,45.80674567,0.456755139,85.26,6,47640.96834,2,0.011676444,8393
Highly_Fatal_And_Damaging,16.30136986,16,0,67.27438469,0.460361342,84.72,3,23157.29823,4,0.114860899,5103
Minor_Damage_And_Injuries,64.56621005,9,18,58.75113947,0.37741868,78.75,5,52418.7151,3,0.034004246,11714
Minor_Damage_And_Injuries,59.17808219,11,5,70.19143118,0.421414353,77.91,6,54660.6343,1,0.013614382,11989
Highly_Fatal_And_Damaging,27.71689498,13,15,64.31175934,0.469376848,77.51,4,16337.43249,5,0.029080212,5558
Highly_Fatal_And_Damaging,70,8,1,55.69735643,0.320440678,82.04,2,37014.21695,2,0.502666446,5627
Minor_Damage_And_Injuries,68.03652968,8,7,59.07019143,0.453509556,75.02,3,36421.57363,2,0.180699126,1960
Highly_Fatal_And_Damaging,2.648401826,23,6,64.12944394,0.419611251,81.93,6,62672.59957,2,0.01504029,9000
Minor_Damage_And_Injuries,28.58447489,20,8,63.90154968,0.379582402,77.75,7,19640.4856,0,0.001731781,4188
Highly_Fatal_And_Damaging,29.7716895,12,6,68.41385597,0.277526866,79.6,2,33291.47439,2,0.452214632,11443
Significant_Damage_And_Serious_Injuries,46.48401826,11,5,54.7857794,0.333423008,83.19,3,50885.13073,3,0.260940879,12401
Minor_Damage_And_Injuries,53.92694064,12,8,61.94165907,0.448100252,81.26,2,43203.98251,5,0.587649265,7719
Minor_Damage_And_Injuries,50.2283105,13,12,77.16499544,0.240743599,78.02,2,33791.61942,3,0.456318241,966
Significant_Damage_And_Serious_Injuries,47.21461187,11,4,72.10574294,0.380303642,75.4,5,30312.60316,2,0.020949407,11018
Significant_Damage_And_Serious_Injuries,47.53424658,11,9,79.89972653,0.29555788,78.47,3,48812.50442,2,0.240910415,5348
Minor_Damage_And_Injuries,34.01826484,15,0,21.14858706,0.882647674,78.37,5,20326.14326,3,0.013989315,3117
Significant_Damage_And_Fatalities,62.05479452,13,20,60.84776664,0.362272629,88.27,7,26017.68469,3,0.002307668,3130
Highly_Fatal_And_Damaging,58.03652968,11,2,50.0911577,0.754627479,79.03,3,29407.40537,3,0.147352119,12429
Significant_Damage_And_Fatalities,37.07762557,10,1,56.42661805,0.324407501,79.31,4,24779.92343,1,0.045332399,984
Minor_Damage_And_Injuries,71.32420091,7,20,70.51048314,0.439805986,77.71,2,35121.85841,2,0.475322666,4696
Highly_Fatal_And_Damaging,23.15068493,14,7,74.74931632,0.247956004,78.58,5,33036.65233,3,0.021647601,3993
Significant_Damage_And_Serious_Injuries,52.28310502,9,14,78.07657247,0.341356653,84.8,3,32746.15549,2,0.163604816,10348
Highly_Fatal_And_Damaging,46.94063927,8,6,75.7064722,0.397613415,77.59,3,31974.06241,3,0.159335324,1550
Highly_Fatal_And_Damaging,53.92694064,9,1,63.67365542,0.301688424,79.83,3,23570.77998,0,0.118532326,9267
Highly_Fatal_And_Damaging,32.37442922,12,1,68.32269827,0.134,79.7,6,30423.72497,3,0.007503479,11588
Significant_Damage_And_Fatalities,54.10958904,16,4,60.52871468,0.491014064,78.84,7,46936.76839,4,0.003791488,6513
Highly_Fatal_And_Damaging,22.64840183,15,25,61.03008204,0.298803462,85.02,4,41118.82065,3,0.075311747,6802
Significant_Damage_And_Fatalities,33.92694064,11,1,55.10483136,0.30926145,78.46,5,32028.74208,0,0.022416107,2489
Highly_Fatal_And_Damaging,36.16438356,11,1,70.00911577,0.211893978,81.26,2,32421.10812,2,0.438778571,7993
Significant_Damage_And_Fatalities,42.96803653,8,0,39.88149499,0.584414713,78.37,6,37308.58659,3,0.008519933,10484
Highly_Fatal_And_Damaging,8.538812785,19,9,78.48678213,0.291591057,79.84,2,30206.16457,2,0.41108465,3699
Minor_Damage_And_Injuries,53.15068493,12,7,67.77575205,0.374894338,81.98,1,31436.33354,3,1.155226839,6831
Minor_Damage_And_Injuries,44.33789954,15,9,65.26891522,0.277887486,78.05,2,25276.60172,1,0.343448657,7724
Highly_Fatal_And_Damaging,43.42465753,9,2,66.1349134,0.375615579,81.86,4,29322.78815,3,0.052585036,3367
Significant_Damage_And_Serious_Injuries,36.84931507,14,4,51.09389243,0.575759827,77.33,3,32986.7833,3,0.163704051,5581
Highly_Fatal_And_Damaging,33.05936073,11,11,63.67365542,0.321161918,76.56,2,51846.7692,0,0.697358893,2603
Minor_Damage_And_Injuries,45.02283105,15,8,67.13764813,0.385352326,81.26,6,35985.11936,1,0.008996657,9549
Highly_Fatal_And_Damaging,29.04109589,13,0,82.31540565,0.184486837,80.55,6,53915.33299,1,0.012232725,9298
